Report ID,Report URL,Bug Title,Bounty Rewarded,Reporter,Organization,Created At,Disclosed At
47227,https://hackerone.com/reports/47227,Race condition in workers may cause an exploitable double free by abusing bytearray.compress(),"$10,000",biloulehibou,ibb-flash,2015-02-09T18:36:18.158Z,2015-03-25T19:40:38.137Z
46618,https://hackerone.com/reports/46618,Frictionless Transferring of Wallet Ownership,$50,anshuman_bh,romit,2015-02-05T06:03:36.983Z,2015-03-23T19:16:57.716Z
47888,https://hackerone.com/reports/47888,Reporting user's profile by using another people's ID,$140,hussein98d,twitter,2015-02-16T16:05:58.583Z,2015-06-11T18:19:31.185Z
46397,https://hackerone.com/reports/46397,Insecure Direct Object Reference vulnerability,$500,anshuman_bh,security,2015-02-04T02:08:22.357Z,2015-02-20T03:07:05.939Z
46485,https://hackerone.com/reports/46485,Problem with OAuth,"$1,260",sandeep100928,twitter,2015-02-04T19:03:25.578Z,2015-11-14T16:50:09.783Z
46750,https://hackerone.com/reports/46750,Team admin can change unauthorized team setting (allow_message_deletion),$100,satishb3,slack,2015-02-05T14:57:49.577Z,2015-05-30T17:17:13.155Z
46954,https://hackerone.com/reports/46954,Red October 1511493148.cloud.vimeo.com,$250,shahmeer-amir,vimeo,2015-02-06T23:08:43.296Z,2015-03-13T01:28:15.402Z
41469,https://hackerone.com/reports/41469,Error stack trace,$100,4lemon,romit,2014-12-20T22:58:47.669Z,2015-04-03T14:01:36.254Z
29234,https://hackerone.com/reports/29234,Credit Card Validation Issue,$100,whitj00,coinbase,2014-09-27T04:34:52.509Z,2015-03-12T19:01:21.440Z
42240,https://hackerone.com/reports/42240,chrome allows POST requests with custom headers using flash + 307 redirect,"$1,000",netfuzzer,ibb-flash,2014-12-31T20:18:20.632Z,2015-02-09T08:03:32.414Z
31408,https://hackerone.com/reports/31408,Adobe Flash Player Out-of-Bound Read/Write Vulnerability,"$5,000",hhj4ck,ibb-flash,2014-10-15T07:18:36.549Z,2015-03-11T04:19:46.285Z
30567,https://hackerone.com/reports/30567,Adobe Flash Player MP4 Use-After-Free Vulnerability,"$2,000",hhj4ck,ibb-flash,2014-10-08T02:03:48.260Z,2015-03-11T04:19:40.947Z
36279,https://hackerone.com/reports/36279,Adobe Flash Player MP4 Use-After-Free Vulnerability,"$2,000",hhj4ck,ibb-flash,2014-11-17T06:20:07.759Z,2015-03-11T04:19:11.042Z
46818,https://hackerone.com/reports/46818,Twitter Card - Parent Window Redirection,$560,batuhan,twitter,2015-02-05T22:56:25.001Z,2015-05-04T22:54:25.679Z
43988,https://hackerone.com/reports/43988,twitter android app Fragment Injection,$420,miantaiduo,twitter,2015-01-16T06:26:28.004Z,2015-04-11T23:57:14.017Z
44492,https://hackerone.com/reports/44492,Flaw in login with twitter to steal Oauth tokens,$140,wesecureapp,twitter,2015-01-21T05:37:34.318Z,2015-02-18T18:39:53.370Z
44864,https://hackerone.com/reports/44864,"Unsecure data in ""device"" response - OTP",$200,4lemon,itbit,2015-01-23T13:47:55.296Z,2015-02-27T15:32:53.350Z
44888,https://hackerone.com/reports/44888,Improper way of validating a program,$500,aj-_-,security,2015-01-23T17:15:40.717Z,2015-02-04T15:25:50.666Z
44555,https://hackerone.com/reports/44555,Notification Emails: IP + Content-Spoofing,$500,zoczus,itbit,2015-01-21T16:27:17.316Z,2015-02-27T15:32:10.577Z
46072,https://hackerone.com/reports/46072,Vulnerability with the way \ escaped characters in <http://danlec.com> style links are rendered,"$5,000",danlec,security,2015-02-01T23:52:18.498Z,2015-02-03T17:34:45.891Z
44909,https://hackerone.com/reports/44909,weird bug ! ( missing validation on new email verfication ),$50,harshafriend4all,itbit,2015-01-23T20:42:45.463Z,2015-02-14T17:35:21.209Z
43770,https://hackerone.com/reports/43770,Ability to Download Music Tracks Without Paying (Missing permission check on`/musicstore/download`),$250,fin1te,vimeo,2015-01-14T17:59:02.757Z,2015-03-01T23:09:50.388Z
45368,https://hackerone.com/reports/45368,ftp upload of video allows naming that is not sanitized as the manual naming,$100,testalways,vimeo,2015-01-27T10:16:48.739Z,2015-01-29T16:36:13.045Z
45484,https://hackerone.com/reports/45484,XSS on Vimeo,$100,niyaax,vimeo,2015-01-28T06:05:28.660Z,2015-01-29T00:16:26.664Z
44727,https://hackerone.com/reports/44727,Insecure Data Storage in Vine Android App,$140,avicoder,twitter,2015-01-22T11:40:01.178Z,2015-06-24T05:07:26.161Z
44512,https://hackerone.com/reports/44512,XSS on any site that includes the moogaloop flash player | deprecated embed code,"$1,000",batram,vimeo,2015-01-21T12:44:31.205Z,2015-02-22T00:10:26.198Z
43065,https://hackerone.com/reports/43065,Fabric.io - an app admin can delete team members from other user apps,"$1,120",satishb3,twitter,2015-01-09T04:26:42.758Z,2015-03-09T02:31:28.332Z
29263,https://hackerone.com/reports/29263,Redirect while opening link in new tabs,$250,niyaax,square,2014-09-27T10:39:10.117Z,2015-02-19T21:51:26.624Z
29471,https://hackerone.com/reports/29471,Privilege Escalation,$250,aaj__,square,2014-09-30T12:19:57.384Z,2015-03-28T14:41:07.071Z
43998,https://hackerone.com/reports/43998,CRITICAL full source code/config disclosure for Cameo,$100,avlidienbrunn,vimeo,2015-01-16T07:43:31.882Z,2015-05-11T08:07:15.130Z
43850,https://hackerone.com/reports/43850,abusing Thumbnails(https://vimeo.com/upload/select_thumb) to see a private video,"$1,000",adrianbelen,vimeo,2015-01-15T01:33:39.733Z,2015-04-03T07:33:14.053Z
43672,https://hackerone.com/reports/43672,player.vimeo.com - Reflected XSS Vulnerability,$100,dekeeu,vimeo,2015-01-14T02:05:52.425Z,2015-03-09T16:00:00.050Z
43602,https://hackerone.com/reports/43602,Buying ondemand videos that  0.1  and sometimes for free,$260,harshafriend4all,vimeo,2015-01-13T21:20:26.620Z,2015-02-13T15:49:58.750Z
42587,https://hackerone.com/reports/42587,Vimeo.com Insecure Direct Object References Reset Password,"$5,000",tfairane,vimeo,2015-01-05T19:37:50.943Z,2015-02-26T00:13:38.080Z
42702,https://hackerone.com/reports/42702,APIs for channels allow HTML entities that may cause XSS issue,$100,artem,vimeo,2015-01-06T18:33:35.843Z,2015-01-08T21:37:35.134Z
42584,https://hackerone.com/reports/42584,Vimeo.com - reflected xss vulnerability,$100,dekeeu,vimeo,2015-01-05T19:13:00.421Z,2015-03-09T03:02:57.144Z
42582,https://hackerone.com/reports/42582,Vimeo.com - Reflected XSS Vulnerability,$100,dekeeu,vimeo,2015-01-05T19:09:07.645Z,2015-04-08T01:31:52.229Z
43443,https://hackerone.com/reports/43443,PyUnicode_FromFormatV crasher,"$1,000",guido,ibb-python,2014-12-15T00:00:00.000Z,2014-12-15T00:00:00.000Z
43440,https://hackerone.com/reports/43440,Arbitrary file existence disclosure in Action Pack,"$1,000",nahamsec,rails,2014-11-04T00:00:00.000Z,2014-11-20T00:00:00.000Z
41856,https://hackerone.com/reports/41856,HTML/XSS rendered in Android App of Crashlytics through fabric.io,"$1,400",wesecureapp,twitter,2014-12-25T09:40:56.422Z,2015-02-18T18:38:02.252Z
41240,https://hackerone.com/reports/41240,"POODLE Bug: 199.16.156.44, 199.16.156.108, mx4.twitter.com",$140,isox,twitter,2014-12-19T14:51:03.373Z,2015-09-20T08:40:12.167Z
42236,https://hackerone.com/reports/42236,"URGENT - Subdomain Takeover on users.tweetdeck.com , the same issue  of report #32825",$420,missoum1307,twitter,2014-12-31T18:59:44.713Z,2015-01-01T00:07:17.032Z
30015,https://hackerone.com/reports/30015,CSRF on adding a calendar event,$250,anshuman_bh,square,2014-10-05T04:04:42.633Z,2015-02-04T19:01:25.829Z
30238,https://hackerone.com/reports/30238,New Device confirmation tokens are not properly validated.,$100,mohdhaji87,coinbase,2014-10-06T19:06:07.299Z,2015-05-25T18:36:59.890Z
39631,https://hackerone.com/reports/39631,Open redirection in fabric.io,$280,avicoder,twitter,2014-12-17T13:48:21.831Z,2014-12-18T18:17:22.364Z
38343,https://hackerone.com/reports/38343,Issue with password change,$500,dawidczagan,security,2014-12-05T17:10:05.265Z,2015-05-28T04:44:05.518Z
39428,https://hackerone.com/reports/39428,Phabricator Phame Blog Skins Local File Inclusion,$500,nullsub,phabricator,2014-12-15T15:52:43.735Z,2015-01-14T18:50:23.905Z
6017,https://hackerone.com/reports/6017,Facebook Takeover using Slack using 302 from files.slack.com with access_token,$500,fransrosen,slack,2014-04-06T07:24:52.591Z,2015-01-11T15:25:45.229Z
38965,https://hackerone.com/reports/38965,Phabricator Diffusion application allows unauthorized users to delete mirrors,$300,nullsub,phabricator,2014-12-10T15:33:37.117Z,2015-01-09T23:26:33.210Z
20391,https://hackerone.com/reports/20391,m.agent.mail.ru: _Ù___«_«_µ_È„Ü___¡_µ__ j2me app-descriptor,$100,isox,mailru,2014-07-17T16:05:25.381Z,2015-09-13T12:08:11.984Z
11919,https://hackerone.com/reports/11919,Stored XSS on http://top.mail.ru,$300,4lemon,mailru,2014-05-13T11:05:15.908Z,2015-01-10T10:12:21.446Z
34686,https://hackerone.com/reports/34686,__„ö_ü_±___¡ „ã_ü_È„Î„â„Û_¡„ _ü_ü,$500,sw3nlab,mailru,2014-11-06T16:01:11.926Z,2015-11-02T21:32:07.156Z
38232,https://hackerone.com/reports/38232,Breaking Bugs as team member,$500,melvin,security,2014-12-04T17:18:07.896Z,2014-12-09T19:03:12.619Z
38189,https://hackerone.com/reports/38189,xss in /browse/contacts/,$100,harshafriend4all,openfolio,2014-12-04T11:14:57.152Z,2015-01-14T18:46:53.790Z
38170,https://hackerone.com/reports/38170,Misc Python bugs (Memory Corruption & Use After Free),"$6,500",pakt_,ibb-python,2014-09-29T00:00:00.000Z,2014-10-04T00:00:00.000Z
1171,https://hackerone.com/reports/1171,"Security.allowDomain(""*"") in SWFs on img.autos.yahoo.com allows data theft from Yahoo Mail (and others)","$2,500",jordanmilne,yahoo,2014-02-09T06:04:21.676Z,2015-08-14T20:07:44.150Z
36594,https://hackerone.com/reports/36594,"New Device Confirmation, token is valid until not used.",$100,lovepakistan,coinbase,2014-11-18T14:53:31.691Z,2015-05-24T21:14:41.227Z
38007,https://hackerone.com/reports/38007,Subdomain Takeover using blog.greenhouse.io pointing to Hubspot,"$1,000",fransrosen,greenhouse,2014-12-01T23:27:54.941Z,2015-02-26T13:51:15.430Z
37622,https://hackerone.com/reports/37622,XSS in www.eobot.com(IE9 only),$10,masatokinugawa,eobotcom,2014-11-27T13:32:39.807Z,2014-11-29T02:39:54.073Z
35363,https://hackerone.com/reports/35363,[static.qiwi.com] XSS proxy.html,$200,smiegles,qiwi,2014-11-13T09:54:09.968Z,2014-12-27T12:37:20.525Z
35287,https://hackerone.com/reports/35287,getting emails of users/removing them from victims account [using typical attack],$140,wesecureapp,twitter,2014-11-12T13:04:55.177Z,2015-03-13T04:17:05.335Z
36986,https://hackerone.com/reports/36986,[Stored XSS] vine.co - profile page,"$1,400",xorb,twitter,2014-11-21T13:39:29.380Z,2015-03-26T22:34:57.111Z
36319,https://hackerone.com/reports/36319,[qiwi.com] /oauth/confirm.action XSS,$100,wesecureapp,qiwi,2014-11-17T12:33:08.786Z,2014-12-20T15:45:06.970Z
26935,https://hackerone.com/reports/26935,XSS via .eml file,"$1,337",reactors08,mailru,2014-09-04T13:15:19.995Z,2014-12-10T19:01:58.292Z
23852,https://hackerone.com/reports/23852,money.mail.ru: _Á„â„Û_¡_______µ _À_____µ_«_µ___ü_µ SMS,$150,isox,mailru,2014-08-12T12:54:15.183Z,2015-09-13T12:07:06.140Z
32570,https://hackerone.com/reports/32570,OpenSSL HeartBleed (CVE-2014-0160),$200,c37hun,mailru,2014-10-23T15:12:13.551Z,2014-12-10T19:29:15.198Z
8846,https://hackerone.com/reports/8846,localStorage ___µ „à_ü„Å„â_ü„â„Å„è _À__„Å_È_µ __„Ü„É___«_¡,$150,kamil_hism,mailru,2014-04-21T21:13:28.618Z,2014-12-10T19:05:41.425Z
36450,https://hackerone.com/reports/36450,[send.qiwi.ru] Soap-based XXE vulnerability /soapserver/,"$1,000",bitquark,qiwi,2014-11-17T22:31:53.825Z,2014-12-18T15:05:45.315Z
33935,https://hackerone.com/reports/33935,File Name Enumeration,$500,nahamsec,security,2014-11-04T20:21:36.697Z,2014-11-17T22:28:55.710Z
35413,https://hackerone.com/reports/35413,[send.qiwi.ru] XSS at auth?login=,$200,psych0tr1a,qiwi,2014-11-13T11:41:39.349Z,2014-12-17T17:21:53.212Z
20873,https://hackerone.com/reports/20873,rsync hash collisions may allow an attacker to corrupt or modify files,"$3,000",mik,internet,2014-07-20T22:42:52.832Z,2014-11-17T23:54:19.088Z
36264,https://hackerone.com/reports/36264,mod_proxy_fcgi buffer overflow,$500,talko,ibb-apache,2014-09-17T00:00:00.000Z,2014-11-12T00:00:00.000Z
34084,https://hackerone.com/reports/34084,Bad extended ascii handling in HTTP 301 redirects of t.co,$420,cqoicebordel,twitter,2014-11-05T23:38:17.735Z,2015-08-09T16:10:51.215Z
30011,https://hackerone.com/reports/30011,"square google calendar integration CSRF,https://squareup.com/appointments/business/settings(state parameter not checking properly)",$500,adrianbelen,square,2014-10-05T03:13:32.524Z,2014-12-18T23:30:13.103Z
501,https://hackerone.com/reports/501,TLS Virtual Host Confusion,"$7,500",adl,internet,2013-12-04T14:17:56.532Z,2014-11-10T17:57:51.107Z
35102,https://hackerone.com/reports/35102,Locale::parseLocale Double Free,"$2,500",johnleitch,ibb-php,2014-05-28T00:00:00.000Z,2014-06-27T00:00:00.000Z
33083,https://hackerone.com/reports/33083,Backup of wordpress configuration file found. Leaking database users/passwords,$300,internetwache,invision,2014-10-28T20:57:52.265Z,2014-12-06T15:21:12.344Z
34112,https://hackerone.com/reports/34112,"SMPT Protection not used, I can hijack your email server.",$150,ashesh,blockio,2014-11-06T05:35:08.435Z,2015-08-13T13:36:19.065Z
30004,https://hackerone.com/reports/30004,CSRF on adding clients,$500,anshuman_bh,square,2014-10-05T01:11:08.863Z,2015-02-04T19:17:48.467Z
32825,https://hackerone.com/reports/32825,URGENT - Subdomain Takeover on media.vine.co due to unclaimed domain pointing to AWS,"$1,680",fransrosen,twitter,2014-10-25T23:46:23.949Z,2014-11-03T23:37:26.039Z
33091,https://hackerone.com/reports/33091,DOM Cross-Site Scripting ( XSS ),"$1,400",avram,twitter,2014-10-28T21:35:03.228Z,2014-12-03T23:28:19.558Z
29420,https://hackerone.com/reports/29420,Horizontal Privilege Escalation,$350,esamhacks,wepay,2014-09-29T19:08:21.614Z,2015-06-19T13:44:14.947Z
31168,https://hackerone.com/reports/31168,Cryptographic Side Channel in OAuth Library,$50,voodookobra,wp-api,2014-10-12T18:27:30.330Z,2014-10-29T19:57:02.804Z
30852,https://hackerone.com/reports/30852,Relateiq SSLv3 deprecated protocol vulnerability.,$250,hasanemrebeyy,relateiq,2014-10-09T15:00:29.703Z,2014-12-24T18:18:08.583Z
32519,https://hackerone.com/reports/32519,XSS in fabric.io,$280,aj-_-,twitter,2014-10-22T20:05:46.941Z,2014-12-23T15:56:03.855Z
27468,https://hackerone.com/reports/27468,Reflected XSS in widget script thru cookie,$400,4lemon,square,2014-09-08T19:19:59.447Z,2014-12-21T10:01:57.717Z
28832,https://hackerone.com/reports/28832,touch.mail.ru XSS via message id,$500,reactors08,mailru,2014-09-21T06:53:28.949Z,2014-12-10T18:50:41.837Z
31082,https://hackerone.com/reports/31082,Unauthorized Tweeting on behalf of Account Owners,$420,anshuman_bh,twitter,2014-10-12T05:10:55.486Z,2015-05-07T15:11:16.932Z
30975,https://hackerone.com/reports/30975,Improper Verification of email address while saving Account Settings,$560,anshuman_bh,twitter,2014-10-10T17:56:31.045Z,2015-08-13T13:36:18.927Z
31554,https://hackerone.com/reports/31554,Singup Page HTML Injection Vulnerability,$140,ashwarya_me,twitter,2014-10-15T16:33:09.460Z,2015-03-22T14:19:25.069Z
29288,https://hackerone.com/reports/29288,Usage of HTTP for exporting graph data as images,$250,webpentest,sucuri,2014-09-27T17:23:43.855Z,2014-11-17T14:30:52.724Z
31415,https://hackerone.com/reports/31415,PoodleBleed,$500,mtk,relateiq,2014-10-15T07:33:57.601Z,2015-08-13T13:36:18.968Z
27357,https://hackerone.com/reports/27357,Editing Client Details of other People,$750,cliffordtrigo,square,2014-09-07T16:16:25.580Z,2014-11-17T14:30:50.783Z
31383,https://hackerone.com/reports/31383,Ability to see common response titles of other teams (limited),"$1,000",prakharprasad,security,2014-10-14T23:37:10.258Z,2014-10-15T14:14:10.542Z
26866,https://hackerone.com/reports/26866,Critical : Account removing using CSRF attack,$350,yassineaboukir,wepay,2014-09-03T21:54:15.808Z,2015-08-13T13:36:18.460Z
26527,https://hackerone.com/reports/26527,XSS in Client Past Activity,$500,cliffordtrigo,square,2014-08-30T23:26:00.227Z,2014-11-17T14:30:49.126Z
29491,https://hackerone.com/reports/29491,homograph attack. IDNs displayed in unicode in bug reports and on external link warning page,$500,mrrm,security,2014-09-30T18:51:48.699Z,2014-10-09T17:08:05.146Z
12497,https://hackerone.com/reports/12497,Adobe Flash Player FileReference Use-after-Free Vulnerability,"$7,500",hhj4ck,ibb-flash,2014-05-19T04:49:05.660Z,2014-10-07T23:00:14.297Z
27651,https://hackerone.com/reports/27651,Flash Local Sandbox Bypass,"$1,000",kinine,ibb-flash,2014-09-09T20:51:19.206Z,2014-10-07T22:55:38.832Z
28500,https://hackerone.com/reports/28500,iOS App can establish Facetime calls without user's permission,$420,gepeto42,twitter,2014-09-18T18:35:13.304Z,2015-04-27T13:03:04.167Z
29360,https://hackerone.com/reports/29360,XSS platform.twitter.com | video-js metadata,"$1,120",batram,twitter,2014-09-29T09:49:48.027Z,2014-11-17T14:30:53.543Z
29328,https://hackerone.com/reports/29328,XSS platform.twitter.com,"$1,120",batram,twitter,2014-09-28T18:18:12.595Z,2014-11-17T14:30:52.825Z
27704,https://hackerone.com/reports/27704,malicious file upload,"$2,000",adrianbelen,square,2014-09-10T09:43:02.021Z,2014-11-17T14:30:51.689Z
29839,https://hackerone.com/reports/29839,GNU Bourne-Again Shell (Bash) 'Shellshock' Vulnerability,"$20,000",stephane-chazelas,internet,2014-09-24T00:00:00.000Z,2014-10-01T00:00:00.000Z
29480,https://hackerone.com/reports/29480,Unvalidated Channel names causes IRC Command Injection,$300,mantis,irccloud,2014-09-30T14:12:25.005Z,2014-10-01T13:47:16.521Z
29331,https://hackerone.com/reports/29331,No email verification on username change,$500,shahmeer-amir,security,2014-09-28T18:50:16.476Z,2014-11-17T14:30:53.164Z
28865,https://hackerone.com/reports/28865,Redirect FILTER bypass in report/comment,$500,pranav_hivarekar,security,2014-09-21T12:11:18.120Z,2014-10-19T09:00:10.712Z
18501,https://hackerone.com/reports/18501,Session Fixation,$500,anshuman_bh,wepay,2014-06-30T02:14:17.065Z,2014-10-23T17:55:10.766Z
14552,https://hackerone.com/reports/14552,Session fixation in wepay.com,$100,shahmeer-amir,wepay,2014-06-03T00:01:38.170Z,2014-10-10T22:23:07.379Z
28150,https://hackerone.com/reports/28150,Cross site scripting on ads.twitter.com,"$1,400",anand786,twitter,2014-09-15T16:03:30.235Z,2014-10-16T09:51:19.275Z
27987,https://hackerone.com/reports/27987,Window Opener Property Bug,$500,prakharprasad,security,2014-09-13T17:14:26.342Z,2014-10-28T23:18:36.550Z
27704,https://hackerone.com/reports/27704,malicious file upload,"$2,000",adrianbelen,square,2014-09-10T09:43:02.021Z,2014-11-17T14:30:51.689Z
28450,https://hackerone.com/reports/28450,Active Record SQL Injection Vulnerability Affecting PostgreSQL,"$1,500",seantheprogrammer,rails,2014-07-02T00:00:00.000Z,2014-07-02T00:00:00.000Z
28449,https://hackerone.com/reports/28449,Active Record SQL Injection Vulnerability Affecting PostgreSQL,"$1,500",seantheprogrammer,rails,2014-07-02T00:00:00.000Z,2014-07-02T00:00:00.000Z
28445,https://hackerone.com/reports/28445,SPL ArrayObject/SPLObjectStorage Unserialization Type Confusion Vulnerabilities,"$2,500",sesser,ibb-php,2014-06-20T00:00:00.000Z,2014-07-04T00:00:00.000Z
15412,https://hackerone.com/reports/15412,Leaking CSRF token over HTTP resulting in CSRF protection bypass,"$1,000",anshuman_bh,coinbase,2014-06-07T04:44:03.487Z,2014-10-16T01:53:12.884Z
27404,https://hackerone.com/reports/27404,Delete Credit Cards from any Twitter Account in ads.twitter.com [New Vulnerability],"$2,800",secgeek,twitter,2014-09-08T01:41:13.306Z,2014-09-30T21:44:48.384Z
27166,https://hackerone.com/reports/27166,Missing Rate Limiting on https://twitter.com/account/complete,$140,surgent10cross,twitter,2014-09-06T09:44:22.590Z,2014-11-10T20:10:50.766Z
27511,https://hackerone.com/reports/27511,ads.twitter.com xss,"$1,400",arbitrarycode,twitter,2014-09-09T02:32:00.993Z,2014-11-17T14:30:51.415Z
27846,https://hackerone.com/reports/27846,Stored xss,"$1,400",letshunt,twitter,2014-09-11T22:17:13.781Z,2014-09-27T08:25:07.849Z
27389,https://hackerone.com/reports/27389,Reflected XSS in connect.square.com,"$1,000",avlidienbrunn,square,2014-09-07T19:50:14.183Z,2014-10-11T06:34:39.866Z
26700,https://hackerone.com/reports/26700,CRITICAL Account takeover via AngularJS template injection in connect.squareup.com,"$2,000",avlidienbrunn,square,2014-09-02T08:23:56.681Z,2014-11-17T14:30:49.706Z
5314,https://hackerone.com/reports/5314,Coinbase Android Application - Bitcoin Wallet Leaks OAuth Response Code,"$1,000",prakharprasad,coinbase,2014-03-31T06:12:33.653Z,2014-11-26T21:54:19.265Z
26825,https://hackerone.com/reports/26825,Full path disclosure at ads.twitter.com,$140,internetwache,twitter,2014-09-03T18:06:44.011Z,2014-11-17T14:30:50.498Z
25332,https://hackerone.com/reports/25332,XSS [BookFresh],$500,cliffordtrigo,square,2014-08-20T03:35:18.735Z,2014-11-17T14:30:48.353Z
25334,https://hackerone.com/reports/25334,Open Redirect [FreshBook],$250,cliffordtrigo,square,2014-08-20T03:46:21.785Z,2014-10-04T07:15:55.159Z
14631,https://hackerone.com/reports/14631,Clickjacking at https://www.mavenlink.com/ main website,$50,vineet,mavenlink,2014-06-03T02:46:01.085Z,2014-09-19T15:34:56.815Z
17506,https://hackerone.com/reports/17506,Default /docs folder of PHPBB3 installation on gamesnet.yahoo.com,$50,michelgaschet,yahoo,2014-06-25T09:14:06.612Z,2014-08-08T13:36:01.934Z
25281,https://hackerone.com/reports/25281,Change Any username and profile link in hackerone,$100,anand_m,security,2014-08-19T18:28:47.434Z,2014-09-25T22:33:35.433Z
23098,https://hackerone.com/reports/23098,Blind SQL injection in www.bookfresh.com,"$1,500",avlidienbrunn,square,2014-08-08T11:46:11.453Z,2014-10-02T12:14:01.104Z
16414,https://hackerone.com/reports/16414,Yahoo Sports Fantasy Golf (Join Public Group),$200,mchooo,yahoo,2014-06-14T09:34:15.723Z,2014-08-20T17:48:47.928Z
15762,https://hackerone.com/reports/15762,SQL Injection on 11x11.mail.ru,$150,bigbear,mailru,2014-06-09T16:55:19.164Z,2014-09-16T05:08:14.311Z
18507,https://hackerone.com/reports/18507,CSRF on email address operations. Also performing unintended operations.,$150,anshuman_bh,wepay,2014-06-30T04:09:11.578Z,2014-08-19T18:32:10.984Z
25160,https://hackerone.com/reports/25160,Open redirection on secure.phabricator.com,$400,anand786,phabricator,2014-08-18T17:30:01.292Z,2014-09-17T21:28:51.834Z
21110,https://hackerone.com/reports/21110,Clickjacking,$50,cliffordtrigo,mavenlink,2014-07-22T22:05:46.019Z,2014-08-21T17:13:49.708Z
12708,https://hackerone.com/reports/12708,Testing for user enumeration (OWASP‰ÛêAT‰Ûê002) - https://gh.bouncer.login.yahoo.com,$100,cmaruti,yahoo,2014-05-21T12:43:07.136Z,2014-08-20T17:47:38.886Z
23386,https://hackerone.com/reports/23386,Redirect while opening links in new tabs,$500,thetime,security,2014-08-09T23:53:26.688Z,2014-09-12T22:26:42.694Z
16935,https://hackerone.com/reports/16935,e.mail.ru: SMS spam with custom content,$400,isox,mailru,2014-06-19T11:29:48.024Z,2015-09-13T12:05:09.763Z
10468,https://hackerone.com/reports/10468,SQL inj,$150,vah13,mailru,2014-04-30T19:48:23.279Z,2014-09-12T13:12:19.006Z
12583,https://hackerone.com/reports/12583,XXE and SSRF on webmaster.mail.ru,$700,4lemon,mailru,2014-05-20T01:13:14.623Z,2014-12-10T19:09:45.137Z
23363,https://hackerone.com/reports/23363,Forgot Password Issue,$300,xtross1,phabricator,2014-08-09T20:02:01.015Z,2014-09-10T19:16:02.866Z
11414,https://hackerone.com/reports/11414,Infrastructure and Application Admin Interfaces (OWASP‰ÛêCM‰Ûê007),$250,cmaruti,yahoo,2014-05-08T15:29:48.890Z,2014-08-20T17:44:21.750Z
18698,https://hackerone.com/reports/18698,Resubmitted with POC #18685 Password reset CSRF,$190,shahmeer-amir,relateiq,2014-07-01T18:06:26.190Z,2014-09-16T17:46:11.996Z
17160,https://hackerone.com/reports/17160,Password Policy issue (Weak Protect),$100,simon90,slack,2014-06-22T07:25:16.687Z,2014-09-04T09:23:07.150Z
20049,https://hackerone.com/reports/20049,Cross-site Scripting in mailing (username),$100,melvin,relateiq,2014-07-14T17:01:53.000Z,2014-12-27T13:43:20.853Z
21210,https://hackerone.com/reports/21210,privilege escalation,$50,niks,mavenlink,2014-07-23T13:15:52.763Z,2014-08-05T16:33:52.257Z
17474,https://hackerone.com/reports/17474,Broken Authentication and Session Management,$300,anand786,phabricator,2014-06-24T16:46:28.892Z,2014-08-05T05:37:48.223Z
22093,https://hackerone.com/reports/22093,Content Spoofing all Integrations in https://team.slack.com/services/new/,$200,asdjsonyou,slack,2014-08-01T15:11:46.208Z,2014-09-03T18:12:16.123Z
16330,https://hackerone.com/reports/16330,Multiple issues in looking-glass software (aka from web to BGP injections),"$5,000",kaeso,internet,2014-06-13T14:30:13.410Z,2014-09-17T19:43:06.035Z
6700,https://hackerone.com/reports/6700,CSRF Token missing on  http://baseball.fantasysports.yahoo.com/b1/127146/messages,$400,surgent10cross,yahoo,2014-04-09T12:04:15.046Z,2014-08-20T17:52:07.098Z
20616,https://hackerone.com/reports/20616,"e.mail.ru: File upload ""Chapito"" circus","$1,000",isox,mailru,2014-07-18T17:21:36.410Z,2015-09-13T12:03:27.818Z
21069,https://hackerone.com/reports/21069,Login CSRF,$100,mikkz,mavenlink,2014-07-22T18:30:55.925Z,2014-07-31T23:38:35.502Z
17688,https://hackerone.com/reports/17688,LZ4 Core,"$6,000",donb,internet,2014-06-26T20:11:22.416Z,2014-07-25T19:18:39.479Z
18279,https://hackerone.com/reports/18279,Yahoo! Reflected XSS,$250,the_pr0ph3t,yahoo,2014-06-28T22:34:05.748Z,2014-08-06T21:17:18.618Z
21150,https://hackerone.com/reports/21150,Flash XSS  on swfupload.swf showing at app.mavenlink.com,$200,panchocosil,mavenlink,2014-07-23T03:17:46.034Z,2014-07-24T17:48:10.462Z
16568,https://hackerone.com/reports/16568,Failed Certificate Validation On Custom Server (Register),$200,pum,relateiq,2014-06-15T15:54:42.012Z,2014-08-25T15:18:13.940Z
8284,https://hackerone.com/reports/8284,information disclosure (LOAD BALANCER + URI XSS),$300,nnwakelam,yahoo,2014-04-21T06:57:19.764Z,2014-08-06T01:50:46.000Z
8281,https://hackerone.com/reports/8281,https://caldav.calendar.yahoo.com/ - XSS (STORED),$500,nnwakelam,yahoo,2014-04-21T06:10:28.199Z,2014-08-06T01:50:33.531Z
7779,https://hackerone.com/reports/7779,Local File Include on marketing-dam.yahoo.com,"$2,500",redshark1802,yahoo,2014-04-16T16:59:52.320Z,2014-05-16T17:58:40.753Z
21248,https://hackerone.com/reports/21248,Content spoofing at Stripe Integrations,$100,asdjsonyou,slack,2014-07-23T20:06:01.081Z,2014-08-25T21:50:02.362Z
